company,location,state,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,role,department,employee_type,reason,company_size,source
Razorpay,Bengaluru,Karnataka,FinTech,601,0.07,2025-05-19,Late Stage,India,800,Marketing Executive,Marketing,Full-time,Economic slowdown,Large,Synthetic Practice Data
Swiggy,Bengaluru,Karnataka,Food Delivery,675,0.076,2022-01-19,Post-IPO,India,3600,Customer Support Executive,Customer Support,Intern,Economic slowdown,Small,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,433,0.21,2022-09-09,Late Stage,India,1000,DevOps Engineer,Engineering,Part-time,Strategic restructuring,Medium,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,125,0.165,2023-04-16,Late Stage,India,1000,Senior Software Engineer,Engineering,Full-time,Market conditions,Medium,Synthetic Practice Data
ShareChat,New Delhi,Delhi,Social Media,498,0.092,2025-07-18,Late Stage,India,1300,Devops Engineer,Engineering,Intern,Market conditions,Small,Synthetic Practice Data
Paytm,Bengaluru,Karnataka,FinTech,172,0.237,2022-07-12,Post-IPO,India,5000,Project Manager,Project Management,Contract,Strategic restructuring,Startup,Synthetic Practice Data
Wipro,Hyderabad,Telangana,IT Services,298,0.129,2024-10-27,Post-IPO,India,0,QA Engineer,Quality Assurance,Full-time,Restructuring,Enterprise,Synthetic Practice Data
Accenture India,Mumbai,Maharashtra,IT Services,25,0.048,2024-02-14,Private,India,0,Marketing Executive,Marketing,Full-time,Business shutdown,Small,Synthetic Practice Data
TCS,Hyderabad,Telangana,IT Services,777,0.077,2022-03-23,Post-IPO,India,0,Product Manager,Product,Intern,Business shutdown,Medium,Synthetic Practice Data
Flipkart,Gurugram,Haryana,E-commerce,427,0.021,2024-01-25,Late Stage,India,8700,Data Scientist,Data Science,Contract,Strategic restructuring,Small,Synthetic Practice Data
ShareChat,Bengaluru,Karnataka,Social Media,521,0.143,2025-05-11,Late Stage,India,1300,Recruiter,Human Resources,Contract,Funding issues,Large,Synthetic Practice Data
TCS,Hyderabad,Telangana,IT Services,639,0.12,2025-03-09,Post-IPO,India,0,DevOps Engineer,Engineering,Contract,Economic slowdown,Enterprise,Synthetic Practice Data
Wipro,Hyderabad,Telangana,IT Services,1189,0.1,2021-03-05,Post-IPO,India,0,Finance Analyst,Finance,Contract,Cost cutting,Large,Synthetic Practice Data
Zomato,Gurugram,Haryana,Food Delivery,1012,0.013,2021-01-16,Post-IPO,India,2500,Operations Executive,Operations,Intern,Merger and acquisition,Enterprise,Synthetic Practice Data
Dream11,Mumbai,Maharashtra,Gaming,380,0.184,2024-08-08,Late Stage,India,1000,HR Executive,Human Resources,Contract,Performance optimization,Large,Synthetic Practice Data
CRED,Bengaluru,Karnataka,FinTech,647,0.131,2026-07-26,Late Stage,India,1000,Software Engineer,Engineering,Full-time,Restructuring,Small,Synthetic Practice Data
PhonePe,New Delhi,Delhi,FinTech,525,0.014,2021-09-18,Late Stage,India,2200,Data Scientist,Data Science,Contract,Funding issues,Large,Synthetic Practice Data
ShareChat,Mumbai,Maharashtra,Social Media,350,0.185,2022-02-16,Late Stage,India,1300,Finance Analyst,Finance,Intern,Economic slowdown,Medium,Synthetic Practice Data
Ather Energy,Pune,Maharashtra,Automotive,529,0.111,2022-08-27,Late Stage,India,500,HR Executive,Human Resources,Part-time,Performance optimization,Large,Synthetic Practice Data
Zomato,Gurugram,Haryana,Food Delivery,862,0.149,2022-05-12,Post-IPO,India,2500,Business Analyst,Business,Intern,Funding issues,Startup,Synthetic Practice Data
TCS,Chennai,Tamil Nadu,IT Services,379,0.161,2025-07-19,Post-IPO,India,0,HR Executive,Human Resources,contract,Market conditions,Enterprise,Synthetic Practice Data
Policybazaar,New Delhi,Delhi,Financial Services,113,0.24,2021-09-07,Post-IPO,India,800,Data Analyst,Analytics,Part-time,Performance optimization,Large,Synthetic Practice Data
Myntra,Mumbai,Maharashtra,E-commerce,221,0.037,2025-02-14,Late Stage,India,500,Data Analyst,Analytics,Full-time,Business shutdown,Startup,Synthetic Practice Data
Myntra,Gurugram,Haryana,E-commerce,365,0.143,2025-02-26,Late Stage,India,500,QA Engineer,Quality Assurance,Full-time,Restructuring,Enterprise,Synthetic Practice Data
CRED,Bengaluru,Karnataka,FinTech,585,0.087,2026-04-08,Late Stage,India,1000,Customer Support Executive,Customer Support,Contract,Business shutdown,Small,Synthetic Practice Data
Moglix,Noida,Uttar Pradesh,E-commerce,301,0.083,2025-07-26,Late Stage,India,650,Marketing Executive,Marketing,Contract,Performance optimization,Startup,Synthetic Practice Data
TCS,Hyderabad,Telangana,IT Services,1093,0.016,2022-09-05,Post-IPO,India,0,Senior Software Engineer,Engineering,Part-time,Funding issues,Enterprise,Synthetic Practice Data
ShareChat,,Delhi,Social Media,261,0.211,2021-12-21,Late Stage,India,1300,Project Manager,Project Management,Part-time,Business shutdown,Large,Synthetic Practice Data
Flipkart,Bengaluru,Karnataka,E-commerce,268,0.166,2021-12-09,Late Stage,India,8700,Customer Support Executive,Customer Support,Part-time,Economic slowdown,Startup,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,531,0.01,2021-02-20,Late Stage,India,1000,QA Engineer,Quality Assurance,Contract,Performance optimization,Startup,Synthetic Practice Data
TCS,Mumbai,Maharashtra,IT Services,224,0.15,2022-10-16,Post-IPO,India,0,Finance Analyst,Finance,Part-time,Business shutdown,Medium,Synthetic Practice Data
Curefit,Mumbai,Maharashtra,HealthTech,560,0.028,2022-05-21,Late Stage,India,700,Product Manager,Product,Intern,Restructuring,Large,Synthetic Practice Data
Ather Energy,Bengaluru,Karnataka,Automotive,592,0.012,2022-09-18,Late Stage,India,500,Recruiter,Human Resources,Full-time,Funding issues,Medium,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,235,0.171,2026-02-19,Late Stage,India,1200,Operations Executive,Operations,Intern,Performance optimization,Startup,Synthetic Practice Data
Unacademy,New Delhi,Delhi,EdTech,406,0.198,2022-12-25,Late Stage,India,800,Product Manager,Product,Full-time,Market conditions,Startup,Synthetic Practice Data
Ather Energy,Pune,Maharashtra,Automotive,521,0.056,2026-02-01,Late Stage,India,500,Marketing Executive,Marketing,Part-time,Market conditions,Enterprise,Synthetic Practice Data
Ola,Mumbai,Maharashtra,Transportation,426,0.132,2023-09-12,Late Stage,India,3200,DevOps Engineer,Engineering,Contract,Automation,Large,Synthetic Practice Data
OYO,New Delhi,Delhi,Travel,679,0.116,2023-02-20,Post-IPO,India,4300,Sales Executive,Sales,Full-time,Cost cutting,Startup,Synthetic Practice Data
Policybazaar,Mumbai,Maharashtra,Financial Services,511,0.073,2024-10-04,Post-IPO,India,800,Data Analyst,Analytics,Full-time,Funding issues,Large,Synthetic Practice Data
Dream11,Mumbai,Maharashtra,Gaming,547,0.024,2025-10-12,Late Stage,India,1000,Customer Support Executive,Customer Support,Intern,Automation,Medium,Synthetic Practice Data
Curefit,Mumbai,Maharashtra,HealthTech,182,0.038,2022-04-13,Late Stage,India,700,Product Manager,Product,Part-time,Merger and acquisition,Enterprise,Synthetic Practice Data
Zomato,Gurugram,Haryana,Food Delivery,746,0.145,2026-04-01,Post-IPO,India,2500,Operations Executive,Operations,Full-time,Automation,Medium,Synthetic Practice Data
TCS,Mumbai,Maharashtra,IT Services,1093,0.024,2026-04-14,Post-IPO,India,0,UI/UX Designer,Design,Part-time,Performance optimization,Large,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,307,0.077,2021-06-24,Late Stage,India,1200,QA Engineer,Quality Assurance,Intern,Economic slowdown,Enterprise,Synthetic Practice Data
Meesho,Mumbai,Maharashtra,E-commerce,479,0.168,2021-05-08,Late Stage,India,1200,Senior Software Engineer,Engineering,Part-time,Cost cutting,Large,Synthetic Practice Data
Flipkart,Gurugram,Haryana,E-commerce,55,0.165,2021-03-03,Late Stage,India,8700,Data Analyst,Analytics,Full-time,Economic slowdown,Small,Synthetic Practice Data
Swiggy,Hyderabad,Telangana,Food Delivery,58,0.067,2026-01-21,Post-IPO,India,3600,Business Analyst,Business,Full-time,Strategic restructuring,Large,Synthetic Practice Data
Ola,Mumbai,Maharashtra,Transportation,15,0.021,2026-06-12,Late Stage,India,3200,Recruiter,Human Resources,Part-time,Merger and acquisition,Enterprise,Synthetic Practice Data
Infosys,Hyderabad,Telangana,IT Services,1085,0.149,2024-03-08,Post-IPO,India,0,Marketing Executive,Marketing,Contract,Performance optimization,Startup,Synthetic Practice Data
Unacademy,New Delhi,Delhi,EdTech,456,0.047,2026-07-21,Late Stage,India,800,Data Scientist,Data Science,Intern,Cost cutting,Large,Synthetic Practice Data
BYJU'S,Gurugram,Haryana,EdTech,183,0.172,2024-03-08,Late Stage,India,5500,Business Analyst,Business,Intern,Merger and acquisition,Enterprise,Synthetic Practice Data
PharmEasy,New Delhi,Delhi,HealthTech,136,0.145,2023-03-25,Late Stage,India,1200,Operations Executive,Operations,Intern,Performance optimization,Enterprise,Synthetic Practice Data
Policybazaar,Gurugram,Haryana,Financial Services,1015,0.073,2024-06-06,Post-IPO,India,800,Business Analyst,Business,Part-time,Strategic restructuring,Small,Synthetic Practice Data
CRED,Bengaluru,Karnataka,FinTech,578,0.018,2022-05-01,Late Stage,India,1000,QA Engineer,Quality Assurance,Full-time,Merger and acquisition,Startup,Synthetic Practice Data
CRED,Gurugram,Haryana,FinTech,636,0.018,2021-12-26,Late Stage,India,1000,Business Analyst,Business,Contract,Automation,Enterprise,Synthetic Practice Data
Razorpay,Gurugram,Haryana,FinTech,501,0.089,2024-03-14,Late Stage,India,800,Data Scientist,Data Science,Intern,Performance optimization,Startup,Synthetic Practice Data
OYO,Mumbai,Maharashtra,Travel,203,0.101,2022-01-17,Post-IPO,India,4300,QA Engineer,Quality Assurance,Full-time,Strategic restructuring,Enterprise,Synthetic Practice Data
Accenture India,Hyderabad,Telangana,,33,0.084,2022-09-20,Private,India,0,Operations Executive,Operations,Contract,Business shutdown,Enterprise,Synthetic Practice Data
Freshworks,Chennai,Tamil Nadu,SaaS,821,0.147,2024-06-08,Post-IPO,India,484,Operations Executive,Operations,Intern,Strategic restructuring,Small,Synthetic Practice Data
Zomato,New Delhi,Delhi,Food Delivery,419,0.048,2021-04-19,Post-IPO,India,2500,Recruiter,Human Resources,Intern,Strategic restructuring,Medium,Synthetic Practice Data
Dream11,Mumbai,Maharashtra,Gaming,239,0.053,2022-12-16,Late Stage,India,1000,Operations Executive,Operations,Part-time,Market conditions,Medium,Synthetic Practice Data
Dream11,Mumbai,Maharashtra,Gaming,385,0.199,2024-04-13,Late Stage,India,1000,Operations Executive,Operations,Part-time,Performance optimization,Enterprise,Synthetic Practice Data
Wipro,Kolkata,West Bengal,IT Services,1031,0.145,2021-05-31,Post-IPO,India,0,Product Manager,Product,Contract,Business shutdown,Large,Synthetic Practice Data
CRED,Gurugram,Haryana,FinTech,31,0.105,2025-05-08,Late Stage,India,1000,Recruiter,Human Resources,Part-time,Automation,Enterprise,Synthetic Practice Data
BYJU'S,Mumbai,Maharashtra,EdTech,518,0.043,2025-07-18,Late Stage,India,5500,Senior Software Engineer,Engineering,Intern,Merger and acquisition,Small,Synthetic Practice Data
Lenskart,New Delhi,Delhi,Retail,152,0.082,2024-01-05,Late Stage,India,1500,Marketing Executive,Marketing,Contract,Automation,Small,Synthetic Practice Data
Ola,Bengaluru,Karnataka,Transportation,651,0.115,2025-01-21,Late Stage,India,3200,Data Scientist,Data Science,Contract,Performance optimization,Medium,Synthetic Practice Data
Policybazaar,Gurugram,Haryana,Financial Services,671,0.143,2025-05-15,Post-IPO,India,800,Senior Software Engineer,Engineering,Contract,Economic slowdown,Medium,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,280,0.143,2026-02-06,Late Stage,India,2200,Marketing Executive,Marketing,Full-time,Funding issues,Medium,Synthetic Practice Data
OYO,New Delhi,Delhi,Travel,240,0.235,2026-02-11,Post-IPO,India,4300,Operations Executive,Operations,Part-time,Business shutdown,Small,Synthetic Practice Data
PhonePe,,Delhi,FinTech,514,0.026,2022-08-30,Late Stage,India,2200,Finance Analyst,Finance,Intern,Restructuring,Medium,Synthetic Practice Data
Unacademy,Bengaluru,Karnataka,EdTech,422,0.053,2025-07-04,Late Stage,India,800,Data Scientist,Data Science,Part-time,Cost cutting,Large,Synthetic Practice Data
Freshworks,Chennai,Tamil Nadu,SaaS,603,0.054,2026-05-23,Post-IPO,India,484,Customer Support Executive,Customer Support,Contract,Cost cutting,Medium,Synthetic Practice Data
HCLTech,Hyderabad,Telangana,,1092,0.109,2022-10-17,Post-IPO,India,0,Sales Executive,Sales,Full-time,Market conditions,Enterprise,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,175,0.2,2024-02-10,Late Stage,India,500,Recruiter,Human Resources,Part-time,Cost cutting,Large,Synthetic Practice Data
Swiggy,New Delhi,Delhi,Food Delivery,1002,0.075,2025-01-09,Post-IPO,India,3600,Data Analyst,Analytics,Part-time,Business shutdown,Large,Synthetic Practice Data
ShareChat,New Delhi,Delhi,Social Media,680,0.12,2022-03-31,Late Stage,India,1300,Data Analyst,Analytics,Intern,Funding issues,Small,Synthetic Practice Data
Lenskart,Gurugram,Haryana,Retail,230,0.029,2021-09-05,Late Stage,India,1500,Software Engineer,Engineering,Part-time,Market conditions,Enterprise,Synthetic Practice Data
Myntra,Mumbai,Maharashtra,E-commerce,166,0.224,2022-01-03,Late Stage,India,500,Marketing Executive,Marketing,Full-time,Automation,Large,Synthetic Practice Data
Moglix,Noida,Uttar Pradesh, E-commerce,85,0.095,2026-05-17,Late Stage,India,650,Customer Support Executive,Customer Support,Intern,Strategic restructuring,Large,Synthetic Practice Data
Wipro,,Telangana,IT Services,295,0.113,2024-08-16,Post-IPO,India,0,Finance Analyst,Finance,Contract,Performance optimization,Startup,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,265,0.058,2025-05-16,Late Stage,India,1000,Customer Support Executive,Customer Support,Intern,Market conditions,Small,Synthetic Practice Data
Lenskart,Gurugram,Haryana,Retail,499,0.063,2024-02-18,Late Stage,India,1500,Sales Executive,Sales,Intern,Market conditions,Large,Synthetic Practice Data
Unacademy,Bengaluru,Karnataka,EdTech,560,0.04,2023-11-26,Late Stage,India,800,Recruiter,Human Resources,Contract,Merger and acquisition,Large,Synthetic Practice Data
BYJU'S,Mumbai,Maharashtra,EdTech,576,0.093,2025-11-21,Late Stage,India,5500,Sales Executive,Sales,Contract,Market conditions,Medium,Synthetic Practice Data
OYO,Bengaluru,Karnataka,Travel,1062,0.066,2021-06-14,Post-IPO,India,4300,Data Analyst,Analytics,Contract,Cost cutting,Startup,Synthetic Practice Data
Tech Mahindra,Pune,Maharashtra,IT Services,264,0.142,2021-06-21,Post-IPO,India,0,DevOps Engineer,Engineering,Full-time,Performance optimization,Medium,Synthetic Practice Data
Moglix, Noida,Uttar Pradesh,E-commerce,312,0.182,2025-12-29,Late Stage,India,650,Data Analyst,Analytics,Part-time,Market conditions,Startup,Synthetic Practice Data
Paytm,Mumbai,Maharashtra,FinTech,246,0.049,2022-07-07,Post-IPO,India,5000,Recruiter,Human Resources,Full-time,Strategic restructuring,Small,Synthetic Practice Data
Myntra,Mumbai,Maharashtra,E-commerce,420,0.133,2021-08-08,Late Stage,India,500,QA Engineer,Quality Assurance,Full-time,Economic slowdown,Small,Synthetic Practice Data
TCS,Bengaluru,Karnataka,IT Services,364,0.043,2022-12-02,Post-IPO,India,0,Business Analyst,Business,Intern,Restructuring,Medium,Synthetic Practice Data
Flipkart,Gurugram,Haryana,E-commerce,258,0.18,2023-04-18,Late Stage,India,8700,QA Engineer,Quality Assurance,Intern,Market conditions,Small,Synthetic Practice Data
Paytm,Mumbai,Maharashtra,FinTech,575,0.134,2025-01-27,Post-IPO,India,5000,Project Manager,Project Management,Intern,Strategic restructuring,Enterprise,Synthetic Practice Data
Udaan,Gurugram,Haryana,E-commerce,308,0.115,2021-12-13,Late Stage,India,1200,Marketing Executive,Marketing,Full-time,Merger and acquisition,Small,Synthetic Practice Data
CRED,Gurugram,Haryana,FinTech,315,0.107,2021-06-17,Late Stage,India,1000,DevOps Engineer,Engineering,Intern,Economic slowdown,Enterprise,Synthetic Practice Data
Infosys,Pune,Maharashtra,IT Services,811,0.069,2022-02-06,Post-IPO,India,0,Sales Executive,Sales,Contract,Business shutdown,Medium,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,285,0.17,2021-03-24,Late Stage,India,500,Product Manager,Product,Contract,Cost cutting,Large,Synthetic Practice Data
Udaan,Mumbai,Maharashtra,E-commerce,400,0.109,2024-07-04,Late Stage,India,1200,HR Executive,Human Resources,Full-time,,Startup,Synthetic Practice Data
Swiggy,Hyderabad,Telangana,Food Delivery,816,0.053,2024-03-27,Post-IPO,India,3600,HR Executive,Human Resources,Intern,Funding issues,Medium,Synthetic Practice Data
Dream11,Bengaluru,Karnataka,Gaming,463,0.156,2024-11-26,Late Stage,India,1000,DevOps Engineer,Engineering,Part-time,Funding issues,Medium,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,579,0.055,2024-08-08,Late Stage,India,500,Product Manager,Product,Part-time,Merger and acquisition,Medium,Synthetic Practice Data
Wipro,Pune,Maharashtra,IT Services,825,0.133,2023-07-09,Post-IPO,India,0,Sales Executive,Sales,Contract,Cost cutting,Startup,Synthetic Practice Data
TCS,Hyderabad,Telangana,IT Services,996,0.131,2022-08-29,Post-IPO,India,0,Senior Software Engineer,Engineering,Part-time,Restructuring,Medium,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,104,0.112,2022-12-31,Late Stage,India,1200,DevOps Engineer,Engineering,Intern,Performance optimization,Large,Synthetic Practice Data
Razorpay,Bengaluru,Karnataka,FinTech,575,0.111,2021-02-04,Late Stage,India,800,Operations Executive,Operations,Intern,Cost cutting,Small,Synthetic Practice Data
BYJU'S,Gurugram,Haryana,EdTech,317,0.177,2021-11-27,Late Stage,India,5500,Product Manager,Product,Contract,Cost cutting,Startup,Synthetic Practice Data
Wipro,Hyderabad,Telangana,IT Services,1114,0.091,2026-08-11,Post-IPO,India,0,HR Executive,Human Resources,Full-time,Business shutdown,Large,Synthetic Practice Data
Policybazaar,Mumbai,Maharashtra,Financial Services,902,0.124,2026-03-23,Post-IPO,India,800,Business Analyst,Business,Full-time,Automation,Small,Synthetic Practice Data
Infosys,Bengaluru,Karnataka,IT Services,1000,0.016,2023-06-17,Post-IPO,India,0,Senior Software Engineer,Engineering,Contract,Performance optimization,Small,Synthetic Practice Data
